"Rank","Name","NAT","Dive No.","DD","J1","J2","J3","J4","J5","J6","J7","Dive Points","Dive Rank","Total Points","Overall Rank","Points Behind","level","event"
"14","ARIZA Oscar","VEN","307C","3.4","4.5","5.0","5.0","4.0","5.5","5.5","4.5","49.30","16","254.50","14","86.00","semifinal"," men's 10m platform"
"14","ARIZA Oscar","VEN","6245D","3.6","4.0","6.0","7.0","6.0","6.5","6.5","6.5","68.40","11","322.90","15","105.80","semifinal"," men's 10m platform"
"14","ARIZA Oscar","VEN","5253B","3.2","9.0","8.5","8.5","8.0","8.5","7.5","8.0","80.00","6","402.90","14","109.05","semifinal"," men's 10m platform"
"15","KIM Yeongtaek","KOR","107B","3.0","7.5","7.5","7.5","7.0","7.0","7.5","7.0","66.00","14","66.00","14","20.40","semifinal"," men's 10m platform"
"15","KIM Yeongtaek","KOR","407C","3.2","6.0","7.0","7.0","7.5","6.5","7.0","7.0","67.20","=12","133.20","=12","39.80","semifinal"," men's 10m platform"
"15","KIM Yeongtaek","KOR","307C","3.4","3.5","4.0","4.0","4.0","3.5","4.0","3.5","39.10","18","172.30","17","74.60","semifinal"," men's 10m platform"
"15","KIM Yeongtaek","KOR","207B","3.6","6.5","7.0","7.0","7.5","7.0","7.0","6.5","75.60","7","247.90","16","92.60","semifinal"," men's 10m platform"
"15","KIM Yeongtaek","KOR","626B","3.5","8.5","7.5","8.5","8.5","8.0","8.0","8.0","85.75","5","333.65","14","95.05","semifinal"," men's 10m platform"
"15","KIM Yeongtaek","KOR","5255B","3.6","5.0","6.5","5.5","5.5","5.5","6.5","5.5","59.40","=16","393.05","15","118.90","semifinal"," men's 10m platform"
"16","ROSSET Matthieu","FRA","407C","3.2","8.0","8.0","8.0","8.5","8.0","7.5","8.0","76.80","=5","76.80","=5","9.60","semifinal"," men's 10m platform"
"16","ROSSET Matthieu","FRA","307C","3.4","6.5","5.0","5.5","6.0","6.0","6.0","6.0","61.20","17","138.00","11","35.00","semifinal"," men's 10m platform"
"16","ROSSET Matthieu","FRA","207C","3.3","5.5","5.0","4.5","5.0","5.0","5.0","4.0","49.50","15","187.50","15","59.40","semifinal"," men's 10m platform"
"16","ROSSET Matthieu","FRA","626C","3.3","6.0","6.5","6.5","6.5","6.5","6.0","6.0","62.70","13","250.20","15","90.30","semifinal"," men's 10m platform"
"16","ROSSET Matthieu","FRA","107B","3.0","6.0","7.0","7.0","7.5","7.5","7.5","7.0","64.50","14","314.70","16","114.00","semifinal"," men's 10m platform"
"16","ROSSET Matthieu","FRA","5253B","3.2","6.5","6.5","7.0","6.5","6.5","7.0","6.5","62.40","13","377.10","16","134.85","semifinal"," men's 10m platform"
"17","NISHIDA Reo","JPN","407C","3.2","8.0","8.0","8.0","8.5","8.0","8.0","8.0","76.80","=5","76.80","=5","9.60","semifinal"," men's 10m platform"
"17","NISHIDA Reo","JPN","307C","3.4","3.0","2.5","4.0","1.5","2.5","4.0","3.5","30.60","18","107.40","18","65.60","semifinal"," men's 10m platform"
"17","NISHIDA Reo","JPN","207B","3.6","4.0","4.5","4.0","3.5","4.0","4.0","4.0","43.20","17","150.60","18","96.30","semifinal"," men's 10m platform"
"17","NISHIDA Reo","JPN","5255B","3.6","3.5","4.0","4.5","4.0","3.5","5.0","3.5","41.40","17","192.00","18","148.50","semifinal"," men's 10m platform"
"17","NISHIDA Reo","JPN","107B","3.0","6.5","6.0","6.0","6.5","6.0","5.5","6.0","54.00","17","246.00","18","182.70","semifinal"," men's 10m platform"
"17","NISHIDA Reo","JPN","6245D","3.6","7.5","7.5","8.0","7.0","8.0","8.0","7.5","82.80","4","328.80","17","183.15","semifinal"," men's 10m platform"
"18","SOUZA FILHO Isaac","BRA","407C","3.2","6.5","6.5","6.5","6.5","6.5","6.5","6.5","62.40","16","62.40","16","24.00","semifinal"," men's 10m platform"
"18","SOUZA FILHO Isaac","BRA","207C","3.3","8.0","6.5","7.5","6.5","7.0","7.0","6.5","67.65","11","130.05","14","42.95","semifinal"," men's 10m platform"
"18","SOUZA FILHO Isaac","BRA","6245D","3.6","4.0","4.5","4.0","4.0","3.5","4.5","4.5","45.00","16","175.05","16","71.85","semifinal"," men's 10m platform"
"18","SOUZA FILHO Isaac","BRA","307C","3.4","3.5","3.5","4.0","4.0","3.0","4.0","3.5","37.40","18","212.45","17","128.05","semifinal"," men's 10m platform"
"18","SOUZA FILHO Isaac","BRA","109C","3.7","5.5","5.0","6.0","5.5","5.0","5.5","5.0","59.20","15","271.65","17","157.05","semifinal"," men's 10m platform"
"18","SOUZA FILHO Isaac","BRA","5255B","3.6","5.0","5.0","6.5","5.0","5.5","5.0","6.0","55.80","18","327.45","18","184.50","semifinal"," men's 10m platform"
"1","McKAY Caeli","CAN","107B","3.0","7.0","7.0","6.0","6.5","6.5","7.0","7.0","61.50","11","61.50","11","11.30","semifinal","women's 10m platform"
"1","McKAY Caeli","CAN","207C","3.3","7.5","8.0","7.0","7.0","6.5","7.5","7.0","70.95","3","132.45","5","14.95","semifinal","women's 10m platform"
"1","McKAY Caeli","CAN","407C","3.2","8.0","8.0","8.0","8.0","8.0","8.0","7.5","76.80","2","209.25","2","1.55","semifinal","women's 10m platform"
"1","McKAY Caeli","CAN","307C","3.4","5.0","6.5","5.5","5.5","5.5","6.0","6.0","57.80","12","267.05","2","0.45","semifinal","women's 10m platform"
"1","McKAY Caeli","CAN","5253B","3.2","8.5","8.0","7.5","8.0","8.0","8.0","8.0","76.80","2","343.85","1",NA,"semifinal","women's 10m platform"
"10","WASSEN Christina","GER","407C","3.2","7.0","7.0","6.5","7.0","7.5","7.0","7.5","67.20","=7","67.20","=7","5.60","semifinal","women's 10m platform"
"10","WASSEN Christina","GER","107B","3.0","6.0","5.5","5.5","6.0","6.5","6.0","5.5","52.50","=15","119.70","11","27.70","semifinal","women's 10m platform"
"10","WASSEN Christina","GER","205B","2.9","8.0","8.0","8.0","8.0","8.5","8.5","8.0","69.60","3","189.30","9","21.50","semifinal","women's 10m platform"
"10","WASSEN Christina","GER","6243D","3.2","5.0","5.5","5.0","5.0","6.0","6.0","5.0","49.60","16","238.90","11","28.60","semifinal","women's 10m platform"
"10","WASSEN Christina","GER","5253B","3.2","6.0","6.0","6.0","6.0","6.5","7.0","6.5","59.20","13","298.10","10","45.75","semifinal","women's 10m platform"
"11","JODOIN di MARIA Sarah","ITA","405B","2.8","7.5","6.5","7.0","7.0","7.0","7.0","7.5","58.80","13","58.80","13","14.00","semifinal","women's 10m platform"
"11","JODOIN di MARIA Sarah","ITA","107B","3.0","6.0","6.5","6.0","6.0","5.0","5.5","5.5","52.50","=15","111.30","13","36.10","semifinal","women's 10m platform"
"11","JODOIN di MARIA Sarah","ITA","205B","2.9","6.0","6.5","6.0","6.0","6.5","4.5","5.5","52.20","=13","163.50","14","47.30","semifinal","women's 10m platform"
"11","JODOIN di MARIA Sarah","ITA","6243D","3.2","7.0","6.5","7.0","7.5","7.0","7.0","7.5","67.20","5","230.70","14","36.80","semifinal","women's 10m platform"
"11","JODOIN di MARIA Sarah","ITA","5253B","3.2","7.0","7.0","7.0","7.5","7.0","7.0","7.0","67.20","=6","297.90","11","45.95","semifinal","women's 10m platform"
"2","SPENDOLINI SIRIEIX Andrea","GBR","107B","3.0","7.0","8.0","7.5","7.5","7.5","7.5","7.5","67.50","6","67.50","6","5.30","semifinal","women's 10m platform"
"2","SPENDOLINI SIRIEIX Andrea","GBR","407C","3.2","7.0","7.0","7.0","7.0","7.0","7.0","7.0","67.20","=4","134.70","3","12.70","semifinal","women's 10m platform"
"2","SPENDOLINI SIRIEIX Andrea","GBR","305C","2.8","8.0","8.5","8.0","8.0","7.5","8.0","8.0","67.20","4","201.90","3","8.90","semifinal","women's 10m platform"
"2","SPENDOLINI SIRIEIX Andrea","GBR","6243D","3.2","7.5","7.0","6.5","6.5","6.5","7.0","7.0","65.60","6","267.50","1",NA,"semifinal","women's 10m platform"
"2","SPENDOLINI SIRIEIX Andrea","GBR","5253B","3.2","6.5","7.5","7.5","7.5","7.0","7.0","6.5","68.80","=4","336.30","2","7.55","semifinal","women's 10m platform"
"3","PAMG Pandelela","MAS","107B","3.0","8.0","8.5","8.0","8.0","8.0","7.5","7.5","72.00","=2","72.00","=2","0.80","semifinal","women's 10m platform"
"3","PAMG Pandelela","MAS","205B","2.9","8.5","8.5","8.5","8.5","9.0","9.0","9.0","75.40","1","147.40","1",NA,"semifinal","women's 10m platform"
"3","PAMG Pandelela","MAS","6243D","3.2","5.0","4.5","5.0","5.0","6.0","4.0","5.5","48.00","15","195.40","4","15.40","semifinal","women's 10m platform"
"3","PAMG Pandelela","MAS","407C","3.2","7.0","7.0","7.0","7.5","7.0","7.5","7.5","68.80","=3","264.20","4","3.30","semifinal","women's 10m platform"
"3","PAMG Pandelela","MAS","5253B","3.2","7.0","6.5","7.5","7.0","7.5","7.5","7.0","68.80","=4","333.00","3","10.85","semifinal","women's 10m platform"
"4","AGUNDEZ GARCIA Gabriela","MEX","107B","3.0","8.0","8.5","8.0","8.0","8.0","8.5","7.5","72.00","=2","72.00","=2","0.80","semifinal","women's 10m platform"
"4","AGUNDEZ GARCIA Gabriela","MEX","207C","3.3","6.0","5.5","5.0","5.0","5.5","6.0","5.5","54.45","14","126.45","10","20.95","semifinal","women's 10m platform"
"4","AGUNDEZ GARCIA Gabriela","MEX","407C","3.2","6.5","7.0","7.0","6.5","6.5","7.0","7.0","65.60","=5","192.05","7","18.75","semifinal","women's 10m platform"
"4","AGUNDEZ GARCIA Gabriela","MEX","626C","3.3","7.5","7.0","7.5","8.0","7.5","7.5","8.0","74.25","1","266.30","3","1.20","semifinal","women's 10m platform"
"4","AGUNDEZ GARCIA Gabriela","MEX","5253B","3.2","6.5","6.5","7.0","6.0","7.0","6.5","6.5","62.40","=10","328.70","4","15.15","semifinal","women's 10m platform"
"5","ARAI Matsuri","JPN","405B","2.8","9.0","8.0","9.5","8.5","8.5","8.5","9.0","72.80","1","72.80","1",NA,"semifinal","women's 10m platform"
"5","ARAI Matsuri","JPN","107B","3.0","7.0","6.5","6.0","6.5","6.0","6.5","6.0","57.00","12","129.80","8","17.60","semifinal","women's 10m platform"
"5","ARAI Matsuri","JPN","205B","2.9","6.0","6.5","6.5","6.0","5.5","6.0","5.0","52.20","=13","182.00","10","28.80","semifinal","women's 10m platform"
"5","ARAI Matsuri","JPN","305C","2.8","7.0","7.0","6.0","7.0","7.5","7.0","7.0","58.80","=10","240.80","10","26.70","semifinal","women's 10m platform"
"5","ARAI Matsuri","JPN","5253B","3.2","8.5","8.0","8.5","9.0","8.0","8.0","8.0","78.40","1","319.20","5","24.65","semifinal","women's 10m platform"
"6","TIMOSHININA Iuliia","RUS","107B","3.0","7.0","7.5","7.0","7.5","7.0","7.5","7.5","66.00","9","66.00","9","6.80","semifinal","women's 10m platform"
"6","TIMOSHININA Iuliia","RUS","6243D","3.2","7.0","6.5","6.5","7.5","7.0","6.5","7.0","65.60","6","131.60","6","15.80","semifinal","women's 10m platform"
"6","TIMOSHININA Iuliia","RUS","207C","3.3","8.0","8.0","8.0","8.0","8.0","8.5","8.0","79.20","1","210.80","1",NA,"semifinal","women's 10m platform"
"6","TIMOSHININA Iuliia","RUS","407C","3.2","4.0","5.5","4.5","4.5","5.0","4.0","4.0","41.60","18","252.40","7","15.10","semifinal","women's 10m platform"
"6","TIMOSHININA Iuliia","RUS","5253B","3.2","6.5","7.0","7.0","7.5","6.5","7.0","6.0","65.60","8","318.00","6","25.85","semifinal","women's 10m platform"
"7","KONANYKHINA Anna","RUS","107B","3.0","8.0","7.5","8.0","7.5","7.5","8.0","8.0","70.50","4","70.50","4","2.30","semifinal","women's 10m platform"
"7","KONANYKHINA Anna","RUS","407C","3.2","7.0","7.0","6.5","6.5","6.5","7.0","6.0","64.00","7","134.50","4","12.90","semifinal","women's 10m platform"
"7","KONANYKHINA Anna","RUS","626C","3.3","4.5","4.5","3.5","4.0","4.5","4.0","3.5","41.25","16","175.75","12","35.05","semifinal","women's 10m platform"
"7","KONANYKHINA Anna","RUS","207C","3.3","7.0","7.0","6.5","7.0","6.5","7.0","7.0","69.30","2","245.05","9","22.45","semifinal","women's 10m platform"
"7","KONANYKHINA Anna","RUS","5253B","3.2","6.5","7.0","7.0","7.0","7.0","7.0","6.5","67.20","=6","312.25","7","31.60","semifinal","women's 10m platform"
"8","OLIVEIRA Ingrid","BRA","5253B","3.2","7.0","7.0","7.0","7.5","7.0","7.5","7.5","68.80","5","68.80","5","4.00","semifinal","women's 10m platform"
"8","OLIVEIRA Ingrid","BRA","6243D","3.2","6.5","6.5","5.5","6.0","6.0","7.0","5.0","59.20","10","128.00","9","19.40","semifinal","women's 10m platform"
"8","OLIVEIRA Ingrid","BRA","107B","3.0","7.0","7.0","6.5","6.5","7.0","7.0","6.0","61.50","8","189.50","8","21.30","semifinal","women's 10m platform"
"8","OLIVEIRA Ingrid","BRA","407C","3.2","7.0","7.5","7.5","7.5","6.5","7.0","7.0","68.80","=3","258.30","5","9.20","semifinal","women's 10m platform"
"8","OLIVEIRA Ingrid","BRA","301B","1.9","8.0","8.0","8.0","7.0","8.0","7.5","8.0","45.60","17","303.90","8","39.95","semifinal","women's 10m platform"
"9","GUTIERREZ LAVENANT Montserrat","MEX","107B","3.0","7.5","7.0","7.0","7.0","7.0","7.0","7.5","63.00","10","63.00","10","9.80","semifinal","women's 10m platform"
"9","GUTIERREZ LAVENANT Montserrat","MEX","305C","2.8","8.0","8.5","7.5","7.5","8.0","8.0","8.0","67.20","=4","130.20","7","17.20","semifinal","women's 10m platform"
"9","GUTIERREZ LAVENANT Montserrat","MEX","5253B","3.2","6.0","6.5","6.5","6.5","6.5","7.0","6.0","62.40","7","192.60","6","18.20","semifinal","women's 10m platform"
"9","GUTIERREZ LAVENANT Montserrat","MEX","407C","3.2","6.0","6.5","5.5","5.5","6.5","6.5","6.5","60.80","=8","253.40","6","14.10","semifinal","women's 10m platform"
"9","GUTIERREZ LAVENANT Montserrat","MEX","6243D","3.2","5.0","5.5","5.5","5.0","6.5","5.0","5.0","49.60","16","303.00","9","40.85","semifinal","women's 10m platform"
"12","KWON Halim","KOR","405B","2.8","7.0","7.5","7.0","7.0","6.5","7.5","7.5","60.20","12","60.20","12","12.60","semifinal","women's 10m platform"
"12","KWON Halim","KOR","205B","2.9","7.0","6.5","6.5","7.0","7.0","6.5","7.0","59.45","9","119.65","12","27.75","semifinal","women's 10m platform"
"12","KWON Halim","KOR","305C","2.8","7.0","7.5","7.0","7.0","6.0","6.0","7.5","58.80","=9","178.45","11","32.35","semifinal","women's 10m platform"
"12","KWON Halim","KOR","107B","3.0","6.5","7.0","6.0","6.0","7.0","6.0","6.0","55.50","14","233.95","12","33.55","semifinal","women's 10m platform"
"12","KWON Halim","KOR","5152B","2.9","8.0","7.5","7.5","7.0","7.0","8.0","7.0","63.80","9","297.75","12","46.10","semifinal","women's 10m platform"
"13","WASSEN Elena","GER","205B","2.9","5.0","5.5","5.0","5.0","5.0","5.5","5.0","43.50","18","43.50","18","29.30","semifinal","women's 10m platform"
"13","WASSEN Elena","GER","107B","3.0","7.0","6.5","6.5","6.0","7.0","7.0","7.0","61.50","8","105.00","15","42.40","semifinal","women's 10m platform"
"13","WASSEN Elena","GER","6243D","3.2","6.5","6.5","6.5","7.0","7.0","7.0","7.0","65.60","=5","170.60","13","40.20","semifinal","women's 10m platform"
"13","WASSEN Elena","GER","405B","2.8","8.0","7.5","7.5","7.0","7.5","7.5","7.0","63.00","7","233.60","13","33.90","semifinal","women's 10m platform"
"13","WASSEN Elena","GER","5253B","3.2","6.5","7.0","6.5","6.5","6.5","6.5","7.0","62.40","=10","296.00","13","47.85","semifinal","women's 10m platform"
"14","WATSON Tanya","IRL","5253B","3.2","7.0","7.0","7.0","7.5","7.0","7.0","7.0","67.20","=7","67.20","=7","5.60","semifinal","women's 10m platform"
"14","WATSON Tanya","IRL","407C","3.2","7.5","7.0","7.5","7.5","7.0","7.5","7.5","72.00","2","139.20","2","8.20","semifinal","women's 10m platform"
"14","WATSON Tanya","IRL","107B","3.0","6.0","6.0","6.0","6.5","6.0","6.0","5.5","54.00","12","193.20","5","17.60","semifinal","women's 10m platform"
"14","WATSON Tanya","IRL","305C","2.8","7.0","7.5","7.0","7.5","7.0","6.5","6.5","58.80","=10","252.00","8","15.50","semifinal","women's 10m platform"
"14","WATSON Tanya","IRL","205B","2.9","5.0","6.0","4.5","4.5","5.0","5.0","5.5","43.50","18","295.50","14","48.35","semifinal","women's 10m platform"
"15","LIM Shen-Yan Freida","SGP","405B","2.8","5.5","6.0","5.0","6.0","5.5","5.0","5.5","46.20","17","46.20","17","26.60","semifinal","women's 10m platform"
"15","LIM Shen-Yan Freida","SGP","107B","3.0","6.5","6.0","6.5","6.5","7.0","6.5","6.5","58.50","11","104.70","16","42.70","semifinal","women's 10m platform"
"15","LIM Shen-Yan Freida","SGP","205B","2.9","6.0","6.0","6.5","6.5","7.0","6.0","7.0","55.10","11","159.80","16","51.00","semifinal","women's 10m platform"
"15","LIM Shen-Yan Freida","SGP","305C","2.8","6.0","7.5","6.5","7.0","6.0","6.5","7.0","56.00","13","215.80","15","51.70","semifinal","women's 10m platform"
"15","LIM Shen-Yan Freida","SGP","5152B","2.9","7.0","5.5","6.5","6.5","6.5","6.5","6.5","56.55","14","272.35","15","71.50","semifinal","women's 10m platform"
"16","TUXEN Anne","NOR","405B","2.8","5.5","6.0","6.0","5.5","6.0","5.0","7.0","49.00","16","49.00","16","23.80","semifinal","women's 10m platform"
"16","TUXEN Anne","NOR","205B","2.9","6.0","6.0","6.0","5.5","6.0","5.5","6.0","52.20","17","101.20","17","46.20","semifinal","women's 10m platform"
"16","TUXEN Anne","NOR","305C","2.8","6.5","7.0","6.5","7.0","7.0","7.0","7.5","58.80","=9","160.00","15","50.80","semifinal","women's 10m platform"
"16","TUXEN Anne","NOR","107C","2.7","6.0","6.0","6.0","6.0","6.0","6.5","7.0","48.60","17","208.60","16","58.90","semifinal","women's 10m platform"
"16","TUXEN Anne","NOR","5253B","3.2","5.5","4.5","5.5","4.5","5.5","5.5","5.0","51.20","15","259.80","16","84.05","semifinal","women's 10m platform"
"17","KALONJI Alais","FRA","405B","2.8","6.5","6.5","6.0","6.0","6.5","6.0","7.0","53.20","14","53.20","14","19.60","semifinal","women's 10m platform"
"17","KALONJI Alais","FRA","107C","2.7","6.0","6.5","6.5","7.0","7.0","7.5","7.5","55.35","13","108.55","14","38.85","semifinal","women's 10m platform"
"17","KALONJI Alais","FRA","305C","2.8","3.5","3.0","3.0","4.0","4.0","3.0","3.0","26.60","18","135.15","17","75.65","semifinal","women's 10m platform"
"17","KALONJI Alais","FRA","6243D","3.2","6.5","6.0","6.0","7.0","6.5","6.5","6.0","60.80","=8","195.95","17","71.55","semifinal","women's 10m platform"
"17","KALONJI Alais","FRA","5235D","2.8","7.0","7.5","7.0","7.0","7.5","7.0","7.5","60.20","12","256.15","17","87.70","semifinal","women's 10m platform"
"18","CHEONG Jun Hoong","MAS","107B","3.0","6.0","5.5","5.5","6.5","5.5","5.5","7.0","51.00","15","51.00","15","21.80","semifinal","women's 10m platform"
"18","CHEONG Jun Hoong","MAS","205B","2.9","3.5","3.0","3.0","3.5","2.5","3.0","4.0","27.55","18","78.55","18","68.85","semifinal","women's 10m platform"
"18","CHEONG Jun Hoong","MAS","407C","3.2","3.5","3.0","3.5","4.5","4.0","3.5","3.5","33.60","17","112.15","18","98.65","semifinal","women's 10m platform"
"18","CHEONG Jun Hoong","MAS","305C","2.8","6.5","6.0","6.5","6.0","6.0","7.0","6.5","53.20","15","165.35","18","102.15","semifinal","women's 10m platform"
"18","CHEONG Jun Hoong","MAS","5253B","3.2","7.5","7.5","8.0","7.5","7.5","7.0","7.5","72.00","3","237.35","18","106.50","semifinal","women's 10m platform"
"1","WOLFRAM Martin","GER","205B","3.0","7.0","7.0","7.5","7.5","8.0","7.0","7.5","66.00","=8","66.00","=8","15.60","final"," men's 3m springboard"
"1","WOLFRAM Martin","GER","5337D","3.5","8.0","7.0","7.5","7.5","7.0","7.5","7.0","77.00","4","143.00","5","15.10","final"," men's 3m springboard"
"1","WOLFRAM Martin","GER","307C","3.5","8.5","8.0","8.5","8.5","8.0","8.5","8.5","89.25","1","232.25","3","4.60","final"," men's 3m springboard"
"1","WOLFRAM Martin","GER","407C","3.4","6.5","7.0","7.0","6.5","7.0","6.5","7.0","69.70","6","301.95","1",NA,"final"," men's 3m springboard"
"1","WOLFRAM Martin","GER","109C","3.8","8.0","8.0","9.0","7.0","8.0","7.5","7.5","89.30","3","391.25","1",NA,"final"," men's 3m springboard"
"1","WOLFRAM Martin","GER","5154B","3.4","7.5","7.5","8.0","7.0","7.0","7.5","8.0","76.50","=4","467.75","1",NA,"final"," men's 3m springboard"
"2","HEATLY James","GBR","205B","3.0","7.5","7.5","7.0","8.0","7.5","7.0","7.0","66.00","=8","66.00","=8","15.60","final"," men's 3m springboard"
"2","HEATLY James","GBR","407C","3.4","7.5","7.5","7.5","7.5","7.0","7.5","7.0","76.50","=5","142.50","6","15.60","final"," men's 3m springboard"
"2","HEATLY James","GBR","5154B","3.4","7.0","7.5","7.0","7.0","7.5","7.0","7.0","71.40","6","213.90","4","22.95","final"," men's 3m springboard"
"2","HEATLY James","GBR","307C","3.5","7.5","8.0","8.0","8.0","8.0","8.0","8.0","84.00","=1","297.90","2","4.05","final"," men's 3m springboard"
"2","HEATLY James","GBR","109C","3.8","7.5","8.0","8.0","8.0","8.0","8.0","7.5","91.20","=1","389.10","2","2.15","final"," men's 3m springboard"
"2","HEATLY James","GBR","5156B","3.9","5.5","6.0","6.5","6.5","6.5","6.0","5.5","72.15","7","461.25","2","6.50","final"," men's 3m springboard"
"3","JANDARD Alexis","FRA","405B","3.0","7.5","7.0","7.0","7.0","7.5","7.5","7.5","66.00","=8","66.00","=8","15.60","final"," men's 3m springboard"
"3","JANDARD Alexis","FRA","107B","3.1","9.0","8.5","8.5","8.5","9.0","8.5","8.5","79.05","2","145.05","4","13.05","final"," men's 3m springboard"
"3","JANDARD Alexis","FRA","205B","3.0","6.5","6.5","5.5","6.5","6.5","6.0","6.0","57.00","12","202.05","10","34.80","final"," men's 3m springboard"
"3","JANDARD Alexis","FRA","5337D","3.5","8.0","8.0","8.0","8.5","8.5","8.0","8.0","84.00","=1","286.05","5","15.90","final"," men's 3m springboard"
"3","JANDARD Alexis","FRA","307C","3.5","7.0","6.0","6.5","7.0","6.5","6.5","7.0","70.00","8","356.05","4","35.20","final"," men's 3m springboard"
"3","JANDARD Alexis","FRA","5154B","3.4","7.5","8.0","6.5","8.0","8.0","7.5","7.5","78.20","=2","434.25","3","33.50","final"," men's 3m springboard"
"4","GARCIA BOISSIER Nicolas","ESP","405B","3.0","7.5","7.5","8.0","7.5","7.5","7.5","7.0","67.50","7","67.50","7","14.10","final"," men's 3m springboard"
"4","GARCIA BOISSIER Nicolas","ESP","205B","3.0","6.5","7.0","5.5","6.5","6.5","6.0","6.5","58.50","10","126.00","10","32.10","final"," men's 3m springboard"
"4","GARCIA BOISSIER Nicolas","ESP","5337D","3.5","8.5","8.0","8.0","8.5","8.0","8.0","7.5","84.00","2","210.00","5","26.85","final"," men's 3m springboard"
"4","GARCIA BOISSIER Nicolas","ESP","305B","3.0","6.0","5.5","6.5","5.0","6.0","6.0","6.5","54.00","10","264.00","9","37.95","final"," men's 3m springboard"
"4","GARCIA BOISSIER Nicolas","ESP","5154B","3.4","8.5","8.5","8.0","8.5","8.0","7.5","8.5","85.00","5","349.00","6","42.25","final"," men's 3m springboard"
"4","GARCIA BOISSIER Nicolas","ESP","107B","3.1","7.5","8.0","8.0","8.0","7.5","8.5","7.5","72.85","6","421.85","4","45.90","final"," men's 3m springboard"
"5","GOODFELLOW Daniel","GBR","5154B","3.4","8.0","8.0","8.5","8.5","7.5","7.5","8.0","81.60","1","81.60","1",NA,"final"," men's 3m springboard"
"5","GOODFELLOW Daniel","GBR","407C","3.4","8.0","7.5","8.0","7.0","7.5","7.5","7.5","76.50","=5","158.10","1",NA,"final"," men's 3m springboard"
"5","GOODFELLOW Daniel","GBR","307C","3.5","7.5","7.5","7.5","7.5","7.5","7.5","7.5","78.75","4","236.85","1",NA,"final"," men's 3m springboard"
"5","GOODFELLOW Daniel","GBR","5156B","3.9","4.5","4.5","4.0","4.5","4.0","4.5","4.0","50.70","11","287.55","4","14.40","final"," men's 3m springboard"
"5","GOODFELLOW Daniel","GBR","109C","3.8","8.0","8.0","8.0","8.0","7.0","8.0","7.5","91.20","=1","378.75","3","12.50","final"," men's 3m springboard"
"5","GOODFELLOW Daniel","GBR","207C","3.6","4.0","4.0","3.5","3.5","4.0","4.0","3.5","41.40","12","420.15","5","47.60","final"," men's 3m springboard"
"6","RUVALCABA Jonathan","DOM","107B","3.1","8.0","7.5","8.0","7.5","8.0","7.5","7.5","71.30","=3","71.30","=3","10.30","final"," men's 3m springboard"
"6","RUVALCABA Jonathan","DOM","205B","3.0","7.5","7.5","7.0","7.5","7.5","8.0","7.5","67.50","8","138.80","7","19.30","final"," men's 3m springboard"
"6","RUVALCABA Jonathan","DOM","307C","3.5","7.0","6.5","6.0","6.0","7.0","6.5","6.5","68.25","7","207.05","8","29.80","final"," men's 3m springboard"
"6","RUVALCABA Jonathan","DOM","5353B","3.3","7.0","7.0","6.5","7.0","7.0","7.0","7.0","69.30","7","276.35","8","25.60","final"," men's 3m springboard"
"6","RUVALCABA Jonathan","DOM","407C","3.4","5.5","6.5","5.5","5.5","7.0","6.5","6.0","61.20","9","337.55","7","53.70","final"," men's 3m springboard"
"6","RUVALCABA Jonathan","DOM","5154B","3.4","8.0","8.0","8.0","7.5","7.5","7.0","7.5","78.20","=2","415.75","6","52.00","final"," men's 3m springboard"
"7","HERRERA Briadam","USA","205B","3.0","7.5","8.0","8.0","8.0","7.0","7.5","8.0","70.50","5","70.50","5","11.10","final"," men's 3m springboard"
"7","HERRERA Briadam","USA","5154B","3.4","8.0","8.0","7.5","8.0","7.0","7.5","7.5","78.20","3","148.70","3","9.40","final"," men's 3m springboard"
"7","HERRERA Briadam","USA","307C","3.5","5.5","6.5","6.0","5.5","6.0","5.5","6.0","61.25","10","209.95","6","26.90","final"," men's 3m springboard"
"7","HERRERA Briadam","USA","407C","3.4","7.0","7.0","7.0","7.0","6.5","7.0","7.0","71.40","5","281.35","6","20.60","final"," men's 3m springboard"
"7","HERRERA Briadam","USA","109C","3.8","5.5","4.5","4.5","4.5","4.0","4.5","4.0","51.30","11","332.65","9","58.60","final"," men's 3m springboard"
"7","HERRERA Briadam","USA","5337D","3.5","8.0","8.0","7.5","7.5","7.5","7.5","7.5","78.75","1","411.40","7","56.35","final"," men's 3m springboard"
"8","MORALES MENDOZA Sebastian","COL","5154B","3.4","7.0","7.0","7.0","6.5","6.0","7.0","6.5","69.70","6","69.70","6","11.90","final"," men's 3m springboard"
"8","MORALES MENDOZA Sebastian","COL","307C","3.5","8.0","8.0","8.0","8.0","7.5","8.5","8.0","84.00","1","153.70","2","4.40","final"," men's 3m springboard"
"8","MORALES MENDOZA Sebastian","COL","109C","3.8","7.5","7.0","7.5","7.0","6.0","7.0","7.0","79.80","3","233.50","2","3.35","final"," men's 3m springboard"
"8","MORALES MENDOZA Sebastian","COL","207C","3.6","5.0","5.5","4.5","3.5","4.0","4.0","4.0","45.00","12","278.50","7","23.45","final"," men's 3m springboard"
"8","MORALES MENDOZA Sebastian","COL","5156B","3.9","4.5","5.0","4.5","5.0","4.5","4.5","5.0","54.60","10","333.10","8","58.15","final"," men's 3m springboard"
